index,prediction
106727,38 centimetre
106728,42 centimetre
106729,42 centimetre
106730,4.9 centimetre
106731,4.9 centimetre
106732,5.83 inch
106733,5.11 inch
106734,
106735,
106736,
106737,42 centimetre
106738,14 inch
106739,2 metre
106740,
106741,30 centimetre
106742,30 centimetre
106743,7.0 inch
106744,7.0 inch
106745,
106746,63 centimetre
106747,32 centimetre
106748,12 inch
106749,6.2 inch
106750,
106751,
106752,5.12 inch
106753,
106754,12.2 inch
106755,12.2 inch
106756,11.5 centimetre
106757,11.5 centimetre
106758,15.5 millimetre
106759,17.8 centimetre
106760,17.8 centimetre
106761,17.8 centimetre
106762,9 centimetre
106763,9 centimetre
106764,12.6 inch
106765,43 centimetre
106766,30 centimetre
106767,30 centimetre
106768,17 inch
106769,17 inch
106770,178 millimetre
106771,40 centimetre
106772,
106773,7.3 centimetre
106774,7.3 centimetre
106775,80 centimetre
106776,80 centimetre
106777,
106778,
106779,217 millimetre
106780,33 centimetre
106781,33 centimetre
106782,4.5 inch
106783,4.5 inch
106784,21 centimetre
106785,5.1 inch
106786,
106787,
106788,
106789,
106790,
106791,47 metre
106792,47 metre
106793,
106794,
106795,
106796,1.77 inch
106797,1.77 inch
106798,80 centimetre
106799,69 centimetre
106800,
106801,
106802,53 centimetre
106803,3 centimetre
106804,3 centimetre
106805,120 volt
106806,
106807,28 centimetre
106808,34 inch
106809,34 inch
106810,
106811,
106812,0.26 metre
106813,0.26 metre
106814,7.5 centimetre
106815,
106816,
106817,5 centimetre
106818,19 centimetre
106819,19 centimetre
106820,19 centimetre
106821,0.8 inch
106822,70 millimetre
106823,
106824,
106825,5 centimetre
106826,45 millimetre
106827,29 centimetre
106828,29 centimetre
106829,14 centimetre
106830,1 ounce
106831,
106832,
106833,35 centimetre
106834,2.5 inch
106835,2.5 inch
106836,5 centimetre
106837,
106838,
106839,2.27 kilogram
106840,16.0 centimetre
106841,
106842,
106843,24.5 centimetre
106844,24.5 centimetre
106845,11.9 centimetre
106846,
106847,
106848,
106849,
106850,4 foot
106851,4 foot
106852,
106853,
106854,1.69 inch
106855,1.69 inch
106856,
106857,
106858,
106859,28 centimetre
106860,13 centimetre
106861,13 centimetre
106862,65 centimetre
106863,4.7 inch
106864,4.7 inch
106865,
106866,10 centimetre
106867,10 centimetre
106868,2 ton
106869,
106870,
106871,
106872,
106873,
106874,4.1 inch
106875,4.1 inch
106876,1.6 inch
106877,1.6 inch
106878,10.6 inch
106879,10.6 inch
106880,
106881,00 metre
106882,7 inch
106883,7 inch
106884,13 centimetre
106885,13 centimetre
106886,6.2 inch
106887,6.2 inch
106888,9.5 centimetre
106889,6.4 centimetre
106890,6.4 centimetre
106891,8 inch
106892,8 inch
106893,
106894,2.42 kilogram
106895,2.42 kilogram
106896,90 centimetre
106897,17.7 centimetre
106898,17.7 centimetre
106899,17.7 centimetre
106900,
106901,
106902,19 centimetre
106903,
106904,2 centimetre
106905,
106906,
106907,5.9 inch
106908,5.9 inch
106909,41 centimetre
106910,72 inch
106911,72 inch
106912,43 centimetre
106913,43 centimetre
106914,43 centimetre
106915,23 centimetre
106916,
106917,24 inch
106918,61 centimetre
106919,10.62 inch
106920,10.62 inch
106921,10.62 inch
106922,7.87 inch
106923,40 inch
106924,
106925,
106926,15 centimetre
106927,44 centimetre
106928,44 centimetre
106929,17.7 inch
106930,10.00 inch
106931,10.00 inch
106932,5.5 centimetre
106933,5.5 centimetre
106934,5.5 centimetre
106935,2.5 centimetre
106936,100 centimetre
106937,150 centimetre
106938,150 centimetre
106939,10 centimetre
106940,18 centimetre
106941,18 centimetre
106942,18 centimetre
106943,
106944,
106945,
106946,
106947,9 centimetre
106948,9 centimetre
106949,
106950,
106951,100 millilitre
106952,9.8 centimetre
106953,9.8 centimetre
106954,
106955,16.5 centimetre
106956,16.5 centimetre
106957,59 millimetre
106958,59 millimetre
106959,
106960,
106961,5.51 inch
106962,5.51 inch
106963,
106964,
106965,5.7 inch
106966,5.7 inch
106967,8 inch
106968,8 inch
106969,34 centimetre
106970,12 centimetre
106971,5.5 centimetre
106972,
106973,1.77 inch
106974,1.77 inch
106975,
106976,5.3 inch
106977,5.3 inch
106978,180 centimetre
106979,
106980,11.5 inch
106981,11.5 inch
106982,11.5 inch
106983,
106984,18 centimetre
106985,
106986,
106987,
106988,28 centimetre
106989,8.1 centimetre
106990,10 centimetre
106991,27 centimetre
106992,3 inch
106993,3 inch
106994,3 inch
106995,13 centimetre
106996,13 inch
106997,13 inch
106998,4.92 inch
106999,4.92 inch
107000,4.92 inch
107001,10 metre
107002,10 metre
107003,10 metre
107004,26 centimetre
107005,38.1 millimetre
107006,38.1 millimetre
107007,50 millimetre
107008,50 millimetre
107009,7 centimetre
107010,7 centimetre
107011,7 centimetre
107012,32 centimetre
107013,32 centimetre
107014,
107015,501 millimetre
107016,
107017,9.3 inch
107018,90 centimetre
107019,
107020,9 centimetre
107021,
107022,
107023,5 foot
107024,
107025,20 centimetre
107026,20 centimetre
107027,16 centimetre
107028,6 inch
107029,6 inch
107030,190 gram
107031,25 centimetre
107032,25 centimetre
107033,8 centimetre
107034,27 millimetre
107035,27 millimetre
107036,
107037,44 centimetre
107038,17 centimetre
107039,1.97 inch
107040,1.97 inch
107041,1.97 inch
107042,
107043,1.5 inch
107044,
107045,0.19 pound
107046,4 inch
107047,
107048,
107049,
107050,
107051,25.2 inch
107052,25.2 inch
107053,140 centimetre
107054,230 centimetre
107055,
107056,40 centimetre
107057,266.4 millimetre
107058,266.4 millimetre
107059,
107060,
107061,140 centimetre
107062,140 centimetre
107063,140 centimetre
107064,18 ounce
107065,25 millimetre
107066,0.12 inch
107067,
107068,
107069,
107070,
107071,65 inch
107072,65 inch
107073,200 centimetre
107074,30 centimetre
107075,5.5 inch
107076,5.5 inch
107077,16 gram
107078,12.5 inch
107079,13.5 centimetre
107080,13.5 centimetre
107081,
107082,
107083,35 centimetre
107084,6 centimetre
107085,
107086,
107087,
107088,45 millimetre
107089,4.5 inch
107090,4.5 inch
107091,67 inch
107092,67 inch
107093,
107094,
107095,36 millimetre
107096,100 centimetre
107097,10.7 inch
107098,90 millimetre
107099,67 inch
107100,68 millimetre
107101,21 centimetre
107102,21 centimetre
107103,
107104,42 centimetre
107105,42 centimetre
107106,180 centimetre
107107,180 centimetre
107108,
107109,31.5 centimetre
107110,31.5 centimetre
107111,31.5 centimetre
107112,26 millimetre
107113,7 gram
107114,4 inch
107115,200 centimetre
107116,
107117,
107118,120 centimetre
107119,120 centimetre
107120,5 centimetre
107121,5 centimetre
107122,3.4 gram
107123,
107124,
107125,15 centimetre
107126,40 centimetre
107127,
107128,3 centimetre
107129,3 centimetre
107130,
107131,37.2 centimetre
107132,37.8 centimetre
107133,37.8 centimetre
107134,37.8 centimetre
107135,100 millimetre
107136,3 centimetre
107137,3 centimetre
107138,102 centimetre
107139,3.14 inch
107140,3.14 inch
107141,31 centimetre
107142,
107143,7.5 millilitre
107144,2.48 inch
107145,50 centimetre
107146,5 centimetre
107147,7.47 inch
107148,64 millimetre
107149,64 millimetre
107150,64 millimetre
107151,31.2 centimetre
107152,60 metre
107153,7 inch
107154,
107155,
107156,9 inch
107157,9 inch
107158,46 centimetre
107159,2.7 metre
107160,2.7 metre
107161,7 centimetre
107162,7 centimetre
107163,7 centimetre
107164,50.4 inch
107165,50.4 inch
107166,
107167,
107168,
107169,9.8 centimetre
107170,9.8 centimetre
107171,9.8 centimetre
107172,20 centimetre
107173,80 centimetre
107174,9 inch
107175,9 inch
107176,9 inch
107177,
107178,
107179,21 centimetre
107180,9.0 inch
107181,9.0 inch
107182,34 centimetre
107183,34 centimetre
107184,13 centimetre
107185,240 centimetre
107186,
107187,
107188,
107189,0.99 inch
107190,0.99 inch
107191,12 inch
107192,738 ton
107193,11 centimetre
107194,11 centimetre
107195,11 centimetre
107196,19 millimetre
107197,10 millimetre
107198,10 millimetre
107199,15 centimetre
107200,15 centimetre
107201,15 centimetre
107202,17 inch
107203,20.6 gram
107204,7.86 inch
107205,7.86 inch
107206,36.2 inch
107207,36.2 inch
107208,9.5 inch
107209,9.5 inch
107210,33 centimetre
107211,6.6 foot
107212,
107213,7 centimetre
107214,7 centimetre
107215,86 centimetre
107216,11 inch
107217,11 inch
107218,
107219,60 inch
107220,60 inch
107221,60 millimetre
107222,60 millimetre
107223,48 inch
107224,48 inch
107225,48 inch
107226,395 metre
107227,27.5 centimetre
107228,
107229,
107230,
107231,16.5 inch
107232,3 inch
107233,1.38 inch
107234,8 inch
107235,8 inch
107236,29 centimetre
107237,12.7 millimetre
107238,
107239,100 centimetre
107240,100 centimetre
107241,27 centimetre
107242,
107243,
107244,
107245,8 centimetre
107246,15 centimetre
107247,15 centimetre
107248,40 centimetre
107249,40 centimetre
107250,3.1 inch
107251,
107252,
107253,14 centimetre
107254,14 centimetre
107255,14 centimetre
107256,11.1 centimetre
107257,
107258,0.4 inch
107259,2.17 inch
107260,180 centimetre
107261,180 centimetre
107262,
107263,
107264,10 inch
107265,10 inch
107266,10 inch
107267,30.5 centimetre
107268,13 centimetre
107269,12 millimetre
107270,12 millimetre
107271,12 millimetre
107272,2.7 inch
107273,2.7 inch
107274,7.4 inch
107275,5.5 inch
107276,5.5 inch
107277,85 centimetre
107278,85 centimetre
107279,
107280,19 centimetre
107281,19 centimetre
107282,19 centimetre
107283,40 centimetre
107284,40 centimetre
107285,40 centimetre
107286,215 millimetre
107287,215 millimetre
107288,215 millimetre
107289,
107290,
107291,6.3 centimetre
107292,
107293,22 millimetre
107294,20 centimetre
107295,135 centimetre
107296,135 centimetre
107297,5.31 inch
107298,
107299,
107300,
107301,1.18 inch
107302,1.18 inch
107303,4.3 inch
107304,20 centimetre
107305,20 centimetre
107306,42 millimetre
107307,60 millimetre
107308,60 millimetre
107309,
107310,12.5 centimetre
107311,12.5 centimetre
107312,
107313,20 centimetre
107314,39 centimetre
107315,10 centimetre
107316,10 centimetre
107317,10 centimetre
107318,
107319,
107320,25 centimetre
107321,12.7 centimetre
107322,11 centimetre
107323,
107324,102 centimetre
107325,102 centimetre
107326,
107327,5 inch
107328,2.75 inch
107329,118 millilitre
107330,
107331,67 inch
107332,
107333,
107334,2.3 centimetre
107335,2.3 centimetre
107336,29 centimetre
107337,25 inch
107338,25 inch
107339,25 inch
107340,20 centimetre
107341,20 centimetre
107342,52 inch
107343,52 inch
107344,30 centimetre
107345,43.5 centimetre
107346,80 millimetre
107347,135 centimetre
107348,7.6 inch
107349,40 centimetre
107350,40 centimetre
107351,
107352,20 centimetre
107353,20 centimetre
107354,20 centimetre
107355,19 centimetre
107356,115 millimetre
107357,115 millimetre
107358,0.98 inch
107359,3.75 inch
107360,3.75 inch
107361,3.75 inch
107362,
107363,14 ton
107364,22 centimetre
107365,22 centimetre
107366,17 centimetre
107367,5.5 inch
107368,5.5 inch
107369,5.5 inch
107370,2.76 inch
107371,2.76 inch
107372,1.5 centimetre
107373,1 centimetre
107374,1 centimetre
107375,80 centimetre
107376,80 centimetre
107377,
107378,
107379,
107380,4 inch
107381,4 inch
107382,
107383,
107384,20 centimetre
107385,
107386,
107387,6.4 kilogram
107388,40.5 centimetre
107389,15 centimetre
107390,15 centimetre
107391,15 centimetre
107392,7.4 centimetre
107393,7.4 centimetre
107394,2.4 gram
107395,28.5 centimetre
107396,28.5 centimetre
107397,2 centimetre
107398,74 centimetre
107399,19 centimetre
107400,32 inch
107401,39.37 inch
107402,76 centimetre
107403,4.25 inch
107404,4.25 inch
107405,126 inch
107406,10 centimetre
107407,10 centimetre
107408,3 metre
107409,3 metre
107410,6.30 inch
107411,19.6 inch
107412,19.6 inch
107413,38 centimetre
107414,38 centimetre
107415,139 gram
107416,2 inch
107417,2 inch
107418,443 millimetre
107419,443 millimetre
107420,13 centimetre
107421,60 inch
107422,60 inch
107423,60 inch
107424,6.2 inch
107425,
107426,
107427,
107428,6.3 inch
107429,29.5 inch
107430,29.5 inch
107431,29.5 inch
107432,50 centimetre
107433,35 centimetre
107434,37 millimetre
107435,37 millimetre
107436,37 millimetre
107437,
107438,
107439,
107440,
107441,11 centimetre
107442,43 centimetre
107443,43 centimetre
107444,180 centimetre
107445,
107446,
107447,20 centimetre
107448,20 centimetre
107449,8 centimetre
107450,8 centimetre
107451,262 millimetre
107452,
107453,147 millimetre
107454,11.3 centimetre
107455,7.8 ounce
107456,7.8 ounce
107457,350 millimetre
107458,4.01 inch
107459,30 centimetre
107460,4 metre
107461,4 metre
107462,2 inch
107463,11.55 inch
107464,11.55 inch
107465,5.51 inch
107466,5.51 inch
107467,65 millimetre
107468,6 inch
107469,
107470,
107471,15 centimetre
107472,
107473,
107474,24.6 centimetre
107475,25 centimetre
107476,25 centimetre
107477,200 centimetre
107478,
107479,
107480,
107481,75 centimetre
107482,91 inch
107483,91 inch
107484,72 inch
107485,72 inch
107486,
107487,
107488,
107489,
107490,143.5 centimetre
107491,
107492,
107493,8 centimetre
107494,8 centimetre
107495,8 centimetre
107496,
107497,4 inch
107498,4 inch
107499,2.3 inch
107500,119 millimetre
107501,119 millimetre
107502,22 centimetre
107503,11 centimetre
107504,1.2 inch
107505,60 centimetre
107506,60 centimetre
107507,
107508,
107509,
107510,
107511,51 centimetre
107512,51 centimetre
107513,
107514,
107515,
107516,0.94 inch
107517,
107518,84 centimetre
107519,84 centimetre
107520,
107521,
107522,5 centimetre
107523,72 inch
107524,35 millimetre
107525,35 millimetre
107526,66 centimetre
107527,7 inch
107528,
107529,
107530,3.2 inch
107531,3.2 inch
107532,3 centimetre
107533,3 centimetre
107534,8.48 inch
107535,21 centimetre
107536,4 centimetre
107537,0.98 inch
107538,
107539,4.7 inch
107540,45.5 centimetre
107541,45.5 centimetre
107542,12 millimetre
107543,2 centimetre
107544,2 centimetre
107545,
107546,
107547,
107548,
107549,19 centimetre
107550,19 centimetre
107551,
107552,
107553,2.5 inch
107554,
107555,
107556,
107557,26 centimetre
107558,25 millimetre
107559,25 millimetre
107560,9 ton
107561,4.3 centimetre
107562,4.3 centimetre
107563,18.5 centimetre
107564,18.5 centimetre
107565,25 centimetre
107566,1.9 inch
107567,1.9 inch
107568,1.9 inch
107569,8.21 inch
107570,8.21 inch
107571,128 centimetre
107572,128 centimetre
107573,128 centimetre
107574,7 centimetre
107575,0.8 inch
